tree_type,age,average_height,dbh,trees_per_ha,basal_area
deciduous,65.0,21.9,25.0,496.0,24.4
deciduous,70.0,22.7,26.6,451.0,25.1
deciduous,75.0,23.4,28.0,414.0,25.5
deciduous,80.0,24.0,29.4,386.0,26.2
deciduous,85.0,24.5,30.7,362.0,26.8
deciduous,90.0,24.9,32.0,337.0,27.1
deciduous,95.0,25.3,33.2,319.0,27.6
deciduous,100.0,25.6,34.3,304.0,28.1
deciduous,105.0,25.9,35.4,289.0,28.4
deciduous,110.0,26.1,36.4,277.0,28.8
deciduous,115.0,26.2,37.4,265.0,29.2
deciduous,120.0,26.4,38.3,257.0,29.6
deciduous,125.0,26.5,39.2,246.0,29.7
deciduous,130.0,26.5,40.0,240.0,30.2
deciduous,15.0,4.9,4.2,7981.0,11.1
deciduous,20.0,7.2,6.3,4252.0,13.3
deciduous,25.0,9.2,8.4,2748.0,15.2
deciduous,30.0,11.0,10.4,1921.0,16.3
deciduous,35.0,12.6,12.2,1519.0,17.8
deciduous,40.0,14.0,14.0,1218.0,18.7
deciduous,45.0,15.2,15.7,1023.0,19.8
deciduous,50.0,16.3,17.3,881.0,20.7
deciduous,55.0,17.3,18.8,775.0,21.5
deciduous,60.0,18.2,20.2,692.0,22.2
deciduous,65.0,18.9,21.6,626.0,22.9
deciduous,70.0,19.6,22.9,572.0,23.6
deciduous,75.0,20.2,24.2,522.0,24.0
deciduous,80.0,20.7,25.4,482.0,24.4
deciduous,85.0,21.1,26.5,455.0,25.1
deciduous,90.0,21.5,27.6,425.0,25.4
deciduous,95.0,21.8,28.6,404.0,25.9
deciduous,100.0,22.1,29.6,381.0,26.2
deciduous,105.0,22.3,30.6,364.0,26.7
deciduous,110.0,22.5,31.5,347.0,27.0
deciduous,115.0,22.7,32.3,333.0,27.2
deciduous,120.0,22.8,33.1,321.0,27.6
deciduous,125.0,22.8,33.9,307.0,27.8
deciduous,130.0,22.9,34.6,301.0,28.3
deciduous,15.0,4.0,3.4,10988.0,10.0
deciduous,20.0,5.9,5.2,5833.0,12.4
deciduous,25.0,7.6,7.0,3585.0,13.8
deciduous,30.0,9.2,8.6,2611.0,15.2
deciduous,35.0,10.5,10.2,2022.0,16.5
deciduous,40.0,11.7,11.7,1610.0,17.3
deciduous,45.0,12.8,13.1,1362.0,18.4
deciduous,50.0,13.7,14.5,1154.0,19.1
deciduous,55.0,14.5,15.8,1011.0,19.8
deciduous,60.0,15.3,17.0,903.0,20.5
deciduous,65.0,15.9,18.2,818.0,21.3
deciduous,70.0,16.5,19.3,734.0,21.5
deciduous,75.0,17.0,20.3,690.0,22.3
deciduous,80.0,17.4,21.4,632.0,22.7
deciduous,85.0,17.8,22.3,596.0,23.3
deciduous,90.0,18.1,23.2,558.0,23.6
deciduous,95.0,18.4,24.1,524.0,23.9
deciduous,100.0,18.6,25.0,499.0,24.5
deciduous,105.0,18.8,25.8,471.0,24.6
deciduous,110.0,19.0,26.5,453.0,25.0
deciduous,115.0,19.1,27.2,436.0,25.3
deciduous,120.0,19.2,27.9,417.0,25.5
deciduous,125.0,19.2,28.5,406.0,25.9
deciduous,130.0,19.3,29.1,396.0,26.3
deciduous,15.0,3.1,2.6,16741.0,8.9
deciduous,20.0,4.6,4.1,8399.0,11.1
deciduous,25.0,6.1,5.6,5111.0,12.6
deciduous,30.0,7.3,6.9,3678.0,13.8
deciduous,35.0,8.4,8.2,2845.0,15.0
deciduous,40.0,9.4,9.4,2251.0,15.6
deciduous,45.0,10.3,10.6,1884.0,16.6
deciduous,50.0,11.1,11.7,1617.0,17.4
deciduous,55.0,11.8,12.8,1409.0,18.1
deciduous,60.0,12.4,13.8,1249.0,18.7
deciduous,65.0,12.9,14.7,1148.0,19.5
deciduous,70.0,13.4,15.6,1028.0,19.6
deciduous,75.0,13.8,16.5,949.0,20.3
deciduous,80.0,14.1,17.3,882.0,20.7
deciduous,85.0,14.4,18.1,818.0,21.1
deciduous,90.0,14.7,18.9,765.0,21.5
deciduous,95.0,14.9,19.6,729.0,22.0
deciduous,100.0,15.1,20.3,686.0,22.2
deciduous,105.0,15.3,20.9,656.0,22.5
deciduous,110.0,15.4,21.5,629.0,22.8
deciduous,115.0,15.5,22.1,603.0,23.1
deciduous,120.0,15.6,22.7,574.0,23.2
deciduous,125.0,15.6,23.2,557.0,23.5
deciduous,130.0,15.7,23.7,546.0,24.1
deciduous,5.0,3.5,3.4,5405.0,4.9
deciduous,10.0,7.7,7.4,3441.0,14.8
deciduous,15.0,11.3,11.6,1954.0,20.7
deciduous,20.0,14.1,15.5,1300.0,24.7
deciduous,25.0,16.3,19.1,952.0,27.5
deciduous,30.0,18.2,22.4,745.0,29.4
deciduous,35.0,19.8,25.4,608.0,30.8
deciduous,40.0,21.1,28.2,510.0,31.9
deciduous,45.0,22.2,30.8,438.0,32.7
deciduous,50.0,23.2,33.2,384.0,33.3
deciduous,55.0,24.1,35.4,342.0,33.7
deciduous,60.0,24.8,37.4,310.0,34.0
deciduous,65.0,25.6,39.2,285.0,34.3
deciduous,70.0,26.2,40.8,265.0,34.6
deciduous,75.0,26.7,42.3,248.0,34.8
deciduous,80.0,27.1,43.6,234.0,35.0
deciduous,85.0,27.4,44.8,223.0,35.2
deciduous,90.0,27.6,45.9,214.0,35.4
deciduous,95.0,27.8,46.8,206.0,35.5
deciduous,100.0,27.9,47.6,200.0,35.6
deciduous,5.0,2.7,2.3,6551.0,2.8
deciduous,10.0,6.0,5.5,4831.0,11.5
deciduous,15.0,9.0,9.1,2778.0,18.1
deciduous,20.0,11.5,12.6,1744.0,21.9
deciduous,25.0,13.6,15.9,1221.0,24.5
deciduous,30.0,15.4,18.9,931.0,26.5
deciduous,35.0,16.9,21.6,753.0,28.0
deciduous,40.0,18.1,24.0,633.0,29.1
deciduous,45.0,19.1,26.2,549.0,29.9
deciduous,50.0,19.9,28.2,486.0,30.5
deciduous,55.0,20.6,30.0,436.0,30.9
deciduous,60.0,21.2,31.6,397.0,31.2
deciduous,65.0,21.7,33.1,367.0,31.5
deciduous,70.0,22.1,34.4,342.0,31.7
deciduous,75.0,22.4,35.6,322.0,31.9
deciduous,80.0,22.7,36.7,305.0,32.1
deciduous,85.0,22.9,37.7,291.0,32.2
deciduous,90.0,23.1,38.5,279.0,32.3
deciduous,95.0,23.3,39.2,269.0,32.4
deciduous,100.0,23.4,39.8,261.0,32.5
deciduous,10.0,4.6,3.8,6690.0,7.6
deciduous,15.0,7.2,7.0,3844.0,14.8
deciduous,20.0,9.5,10.2,2310.0,18.9
deciduous,25.0,11.5,13.2,1580.0,21.7
deciduous,30.0,13.2,15.9,1190.0,23.7
deciduous,35.0,14.6,18.3,950.0,25.1
deciduous,40.0,15.7,20.5,790.0,26.2
deciduous,45.0,16.6,22.5,676.0,27.0
deciduous,50.0,17.3,24.3,592.0,27.6
deciduous,55.0,17.9,25.8,530.0,28.0
deciduous,60.0,18.4,27.2,484.0,28.3
deciduous,65.0,18.8,28.4,448.0,28.5
deciduous,70.0,19.1,29.4,421.0,28.7
deciduous,75.0,19.3,30.3,399.0,28.8
deciduous,80.0,19.5,31.1,381.0,28.9
deciduous,85.0,19.6,31.8,366.0,29.0
deciduous,90.0,19.7,32.4,354.0,29.1
deciduous,95.0,19.8,32.9,344.0,29.2
deciduous,100.0,19.8,33.3,336.0,29.2
deciduous,15.0,5.8,5.1,5637.0,11.5
deciduous,20.0,7.8,7.9,3316.0,16.3
deciduous,25.0,9.6,10.6,2186.0,19.4
deciduous,30.0,11.1,13.1,1584.0,21.4
deciduous,35.0,12.4,15.3,1236.0,22.8
deciduous,40.0,13.4,17.3,1016.0,23.8
deciduous,45.0,14.2,19.0,867.0,24.5
deciduous,50.0,14.8,20.5,759.0,25.0
deciduous,55.0,15.3,21.8,680.0,25.3
deciduous,60.0,15.7,22.9,621.0,25.6
deciduous,65.0,16.0,23.9,576.0,25.8
deciduous,70.0,16.2,24.7,541.0,25.9
deciduous,75.0,16.3,25.4,513.0,26.0
deciduous,80.0,16.4,26.0,491.0,26.1
deciduous,85.0,16.5,26.5,474.0,26.2
deciduous,90.0,16.5,27.0,460.0,26.2
deciduous,95.0,16.6,27.4,448.0,26.3
deciduous,100.0,16.7,27.7,438.0,26.3
deciduous,15.0,4.7,4.0,6260.0,7.9
deciduous,20.0,6.5,6.4,4038.0,12.9
deciduous,25.0,8.1,8.7,2762.0,16.5
deciduous,30.0,9.5,10.9,2036.0,18.7
deciduous,35.0,10.6,12.8,1587.0,20.2
deciduous,40.0,11.5,14.5,1290.0,21.2
deciduous,45.0,12.2,16.0,1089.0,21.9
deciduous,50.0,12.7,17.3,951.0,22.4
deciduous,55.0,13.1,18.4,854.0,22.8
deciduous,60.0,13.4,19.3,784.0,23.1
deciduous,65.0,13.6,20.1,732.0,23.3
deciduous,70.0,13.7,20.8,692.0,23.4
deciduous,75.0,13.8,21.3,661.0,23.5
deciduous,80.0,13.9,21.7,637.0,23.6
deciduous,85.0,13.9,22.1,618.0,23.7
deciduous,90.0,13.9,22.4,602.0,23.7
deciduous,95.0,14.0,22.7,588.0,23.8
deciduous,100.0,14.0,22.9,576.0,23.8
deciduous,15.0,3.8,2.8,8358.0,5.2
deciduous,20.0,5.4,4.9,5132.0,9.7
deciduous,25.0,6.9,7.0,3471.0,13.5
deciduous,30.0,8.2,9.0,2517.0,16.1
deciduous,35.0,9.2,10.8,1946.0,17.7
deciduous,40.0,10.0,12.3,1585.0,18.8
deciduous,45.0,10.6,13.6,1346.0,19.5
deciduous,50.0,11.0,14.7,1182.0,20.0
deciduous,55.0,11.3,15.6,1068.0,20.4
deciduous,60.0,11.5,16.3,988.0,20.7
deciduous,65.0,11.6,16.9,929.0,20.9
deciduous,70.0,11.7,17.4,885.0,21.1
deciduous,75.0,11.7,17.8,852.0,21.2
deciduous,80.0,11.7,18.1,826.0,21.3
deciduous,85.0,11.7,18.4,804.0,21.3
deciduous,90.0,11.8,18.6,785.0,21.4
deciduous,95.0,11.8,18.8,769.0,21.4
deciduous,100.0,11.8,19.0,755.0,21.4
deciduous,10.0,4.3,3.0,13833.0,9.9
deciduous,15.0,7.1,5.3,5569.0,12.4
deciduous,20.0,9.8,7.9,2975.0,14.6
deciduous,25.0,12.5,10.7,1839.0,16.4
deciduous,30.0,15.1,13.6,1247.0,18.1
deciduous,35.0,17.5,16.7,902.0,19.7
deciduous,40.0,19.8,19.8,684.0,21.1
deciduous,45.0,21.9,23.0,539.0,22.4
deciduous,50.0,23.8,26.2,437.0,23.6
deciduous,55.0,25.6,29.5,363.0,24.7
deciduous,60.0,27.2,32.7,307.0,25.8
deciduous,65.0,28.7,35.9,265.0,26.8
deciduous,70.0,30.0,39.0,231.0,27.7
deciduous,75.0,31.2,42.1,205.0,28.6
deciduous,80.0,32.3,45.2,183.0,29.4
deciduous,85.0,33.2,48.1,166.0,30.1
deciduous,90.0,34.0,51.0,151.0,30.8
deciduous,95.0,34.7,53.8,139.0,31.5
deciduous,100.0,35.3,56.4,128.0,32.1
deciduous,105.0,35.8,59.0,120.0,32.7
deciduous,110.0,36.1,61.4,112.0,33.2
deciduous,115.0,36.4,63.8,106.0,33.7
deciduous,120.0,36.6,65.9,100.0,34.2
deciduous,125.0,36.8,68.0,95.0,34.6
deciduous,130.0,36.8,69.9,91.0,35.0
deciduous,10.0,3.8,2.7,16916.0,9.4
deciduous,15.0,6.3,4.7,6761.0,11.8
deciduous,20.0,8.7,7.0,3601.0,13.9
deciduous,25.0,11.1,9.5,2222.0,15.7
deciduous,30.0,13.4,12.1,1505.0,17.3
deciduous,35.0,15.6,14.8,1087.0,18.8
deciduous,40.0,17.6,17.6,825.0,20.1
deciduous,45.0,19.5,20.5,649.0,21.4
deciduous,50.0,21.2,23.3,526.0,22.5
deciduous,55.0,22.8,26.2,437.0,23.6
deciduous,60.0,24.2,29.1,370.0,24.6
deciduous,65.0,25.5,32.0,319.0,25.5
deciduous,70.0,26.7,34.8,278.0,26.4
deciduous,75.0,27.8,37.5,246.0,27.3
deciduous,80.0,28.7,40.2,221.0,28.0
deciduous,85.0,29.6,42.9,199.0,28.8
deciduous,90.0,30.3,45.4,182.0,29.4
deciduous,95.0,30.9,47.9,167.0,30.1
deciduous,100.0,31.4,50.3,154.0,30.7
deciduous,105.0,31.9,52.6,144.0,31.2
deciduous,110.0,32.2,54.7,135.0,31.7
deciduous,115.0,32.5,56.8,127.0,32.2
deciduous,120.0,32.6,58.7,120.0,32.6
deciduous,125.0,32.7,60.6,115.0,33.0
deciduous,130.0,32.8,62.3,110.0,33.4
deciduous,10.0,3.3,2.3,21294.0,8.9
deciduous,15.0,5.5,4.1,8431.0,11.2
deciduous,20.0,7.6,6.1,4472.0,13.1
deciduous,25.0,9.7,8.3,2753.0,14.8
deciduous,30.0,11.7,10.6,1862.0,16.4
deciduous,35.0,13.6,13.0,1344.0,17.8
deciduous,40.0,15.4,15.4,1019.0,19.1
deciduous,45.0,17.1,17.9,801.0,20.3
deciduous,50.0,18.6,20.5,649.0,21.4
deciduous,55.0,20.0,23.0,539.0,22.4
deciduous,60.0,21.2,25.5,456.0,23.3
deciduous,65.0,22.4,28.0,393.0,24.2
deciduous,70.0,23.4,30.5,343.0,25.1
deciduous,75.0,24.4,32.9,304.0,25.9
deciduous,80.0,25.2,35.3,272.0,26.6
deciduous,85.0,25.9,37.6,246.0,27.3
deciduous,90.0,26.6,39.8,224.0,27.9
deciduous,95.0,27.1,42.0,206.0,28.5
deciduous,100.0,27.6,44.1,190.0,29.1
deciduous,105.0,27.9,46.1,177.0,29.6
deciduous,110.0,28.2,48.0,166.0,30.1
deciduous,115.0,28.5,49.8,157.0,30.5
deciduous,120.0,28.6,51.5,148.0,31.0
deciduous,125.0,28.7,53.1,141.0,31.3
deciduous,130.0,28.8,54.6,135.0,31.7
deciduous,10.0,2.8,1.9,27869.0,8.3
deciduous,15.0,4.7,3.5,10893.0,10.5
deciduous,20.0,6.5,5.2,5747.0,12.3
deciduous,25.0,8.3,7.1,3528.0,13.9
deciduous,30.0,10.1,9.1,2381.0,15.4
deciduous,35.0,11.7,11.1,1717.0,16.7
deciduous,40.0,13.2,13.3,1300.0,17.9
deciduous,45.0,14.7,15.4,1022.0,19.1
deciduous,50.0,16.0,17.6,828.0,20.1
deciduous,55.0,17.2,19.8,687.0,21.1
deciduous,60.0,18.3,21.9,581.0,22.0
deciduous,65.0,19.3,24.1,501.0,22.8
deciduous,70.0,20.2,26.2,437.0,23.6
deciduous,75.0,21.0,28.3,387.0,24.3
deciduous,80.0,21.7,30.3,346.0,25.0
deciduous,85.0,22.3,32.3,313.0,25.7
deciduous,90.0,22.8,34.3,285.0,26.3
deciduous,95.0,23.3,36.1,262.0,26.8
deciduous,100.0,23.7,37.9,242.0,27.4
deciduous,105.0,24.0,39.6,226.0,27.9
deciduous,110.0,24.3,41.3,212.0,28.3
deciduous,115.0,24.5,42.8,199.0,28.7
deciduous,120.0,24.6,44.3,189.0,29.1
deciduous,125.0,24.7,45.7,180.0,29.5
deciduous,130.0,24.7,47.0,172.0,29.8
deciduous,10.0,2.3,1.6,38522.0,7.6
deciduous,15.0,3.8,2.9,14781.0,9.7
deciduous,20.0,5.4,4.3,7739.0,11.4
deciduous,25.0,6.9,5.9,4731.0,13.0
deciduous,30.0,8.4,7.6,3185.0,14.3
deciduous,35.0,9.8,9.3,2293.0,15.5
deciduous,40.0,11.1,11.1,1734.0,16.7
deciduous,45.0,12.2,12.9,1362.0,17.7
deciduous,50.0,13.3,14.7,1102.0,18.7
deciduous,55.0,14.4,16.5,914.0,19.6
deciduous,60.0,15.3,18.3,773.0,20.4
deciduous,65.0,16.1,20.2,666.0,21.2
deciduous,70.0,16.9,21.9,581.0,22.0
deciduous,75.0,17.5,23.7,514.0,22.6
deciduous,80.0,18.1,25.4,460.0,23.3
deciduous,85.0,18.7,27.1,415.0,23.9
deciduous,90.0,19.1,28.7,379.0,24.5
deciduous,95.0,19.5,30.2,348.0,25.0
deciduous,100.0,19.8,31.8,322.0,25.5
deciduous,105.0,20.1,33.2,300.0,25.9
deciduous,110.0,20.3,34.6,281.0,26.4
deciduous,115.0,20.5,35.9,265.0,26.8
deciduous,120.0,20.6,37.1,251.0,27.1
deciduous,125.0,20.7,38.3,239.0,27.5
deciduous,130.0,20.7,39.3,229.0,27.8
deciduous,10.0,1.8,1.2,57837.0,6.9
deciduous,15.0,3.0,2.3,21565.0,8.8
deciduous,20.0,4.3,3.5,11159.0,10.4
deciduous,25.0,5.5,4.7,6779.0,11.8
deciduous,30.0,6.7,6.1,4547.0,13.1
deciduous,35.0,7.8,7.4,3265.0,14.2
deciduous,40.0,8.9,8.9,2464.0,15.3
deciduous,45.0,9.8,10.3,1933.0,16.2
deciduous,50.0,10.7,11.8,1562.0,17.1
deciduous,55.0,11.5,13.3,1295.0,18.0
deciduous,60.0,12.3,14.8,1095.0,18.7
deciduous,65.0,13.0,16.2,942.0,19.4
deciduous,70.0,13.6,17.7,822.0,20.1
deciduous,75.0,14.1,19.1,727.0,20.8
deciduous,80.0,14.6,20.4,650.0,21.4
deciduous,85.0,15.0,21.8,587.0,21.9
deciduous,90.0,15.4,23.1,535.0,22.4
deciduous,95.0,15.7,24.4,491.0,22.9
deciduous,100.0,16.0,25.6,455.0,23.4
deciduous,105.0,16.2,26.7,423.0,23.8
deciduous,110.0,16.4,27.9,397.0,24.2
deciduous,115.0,16.5,28.9,374.0,24.5
deciduous,120.0,16.6,29.9,354.0,24.9
deciduous,125.0,16.7,30.8,337.0,25.2
deciduous,130.0,16.7,31.7,323.0,25.5
deciduous,15.0,7.5,5.4,5291.0,12.2
deciduous,20.0,10.6,8.0,2894.0,14.6
deciduous,25.0,13.5,10.6,1878.0,16.6
deciduous,30.0,16.1,13.0,1361.0,18.2
deciduous,35.0,18.3,15.3,1061.0,19.6
deciduous,40.0,20.1,17.4,868.0,20.8
deciduous,45.0,21.7,19.4,737.0,21.8
deciduous,50.0,23.0,21.2,641.0,22.7
deciduous,55.0,24.0,22.9,570.0,23.5
deciduous,60.0,24.9,24.5,514.0,24.2
deciduous,65.0,25.7,26.0,470.0,24.8
deciduous,70.0,26.3,27.3,433.0,25.4
deciduous,75.0,26.9,28.7,403.0,26.0
deciduous,80.0,27.3,29.9,377.0,26.5
deciduous,85.0,27.7,31.1,355.0,26.9
deciduous,90.0,28.0,32.2,336.0,27.4
deciduous,95.0,28.2,33.3,319.0,27.8
deciduous,100.0,28.4,34.4,304.0,28.2
deciduous,105.0,28.6,35.4,291.0,28.6
deciduous,110.0,28.7,36.4,279.0,28.9
deciduous,115.0,28.8,37.3,268.0,29.3
deciduous,120.0,28.9,38.3,257.0,29.6
deciduous,15.0,6.7,4.8,6296.0,11.6
deciduous,20.0,9.5,7.2,3433.0,13.9
deciduous,25.0,12.1,9.5,2224.0,15.8
deciduous,30.0,14.4,11.7,1610.0,17.3
deciduous,35.0,16.4,13.8,1254.0,18.6
deciduous,40.0,18.1,15.7,1026.0,19.8
deciduous,45.0,19.4,17.4,870.0,20.7
deciduous,50.0,20.6,19.0,758.0,21.6
deciduous,55.0,21.6,20.6,673.0,22.4
deciduous,60.0,22.4,22.0,607.0,23.0
deciduous,65.0,23.1,23.3,554.0,23.7
deciduous,70.0,23.7,24.6,511.0,24.2
deciduous,75.0,24.1,25.7,476.0,24.7
deciduous,80.0,24.5,26.9,445.0,25.2
deciduous,85.0,24.9,27.9,419.0,25.7
deciduous,90.0,25.1,28.9,397.0,26.1
deciduous,95.0,25.3,29.9,377.0,26.5
deciduous,100.0,25.5,30.9,359.0,26.9
deciduous,105.0,25.7,31.8,343.0,27.2
deciduous,110.0,25.8,32.7,329.0,27.6
deciduous,115.0,25.9,33.5,316.0,27.9
deciduous,120.0,26.0,34.4,304.0,28.2
deciduous,15.0,5.9,4.3,7660.0,11.0
deciduous,20.0,8.4,6.3,4160.0,13.1
deciduous,25.0,10.7,8.4,2689.0,14.9
deciduous,30.0,12.8,10.4,1945.0,16.4
deciduous,35.0,14.5,12.2,1513.0,17.6
deciduous,40.0,16.0,13.9,1238.0,18.7
deciduous,45.0,17.2,15.4,1049.0,19.6
deciduous,50.0,18.3,16.9,913.0,20.4
deciduous,55.0,19.1,18.2,811.0,21.2
deciduous,60.0,19.9,19.5,731.0,21.8
deciduous,65.0,20.5,20.7,673.0,22.4
deciduous,70.0,21.0,21.8,616.0,22.9
deciduous,75.0,21.4,22.8,573.0,23.4
deciduous,80.0,21.7,23.8,536.0,23.9
deciduous,85.0,22.0,24.8,505.0,24.3
deciduous,90.0,22.3,25.7,478.0,24.7
deciduous,95.0,22.5,26.5,454.0,25.1
deciduous,100.0,22.6,27.4,432.0,25.4
deciduous,105.0,22.8,28.2,413.0,25.8
deciduous,110.0,22.9,29.0,396.0,26.1
deciduous,115.0,23.0,29.7,380.0,26.4
deciduous,120.0,23.1,30.5,366.0,26.7
deciduous,15.0,5.1,3.7,9589.0,10.3
deciduous,20.0,7.3,5.5,5179.0,12.3
deciduous,25.0,9.3,7.3,3339.0,14.0
deciduous,30.0,11.1,9.0,2411.0,15.4
deciduous,35.0,12.6,10.6,1874.0,16.6
deciduous,40.0,13.9,12.1,1532.0,17.6
deciduous,45.0,15.0,13.5,1298.0,18.5
deciduous,50.0,15.9,14.7,1129.0,19.2
deciduous,55.0,16.7,15.9,1003.0,19.9
deciduous,60.0,17.3,17.0,904.0,20.5
deciduous,65.0,17.9,18.0,826.0,21.1
deciduous,70.0,18.3,19.0,761.0,21.6
deciduous,75.0,18.7,19.9,708.0,22.0
deciduous,80.0,19.0,20.8,663.0,22.5
deciduous,85.0,19.2,21.6,624.0,22.9
deciduous,90.0,19.4,22.4,590.0,23.2
deciduous,95.0,19.6,23.1,561.0,23.6
deciduous,100.0,19.8,23.9,534.0,23.9
deciduous,105.0,19.9,24.6,511.0,24.2
deciduous,110.0,20.0,25.3,489.0,24.5
deciduous,115.0,20.0,25.9,470.0,24.8
deciduous,120.0,20.1,26.6,452.0,25.1
deciduous,15.0,4.3,3.1,12471.0,9.5
deciduous,20.0,6.2,4.7,6686.0,11.4
deciduous,25.0,7.9,6.2,4295.0,13.0
deciduous,30.0,9.5,7.7,3095.0,14.3
deciduous,35.0,10.8,9.0,2402.0,15.4
deciduous,40.0,11.9,10.3,1962.0,16.4
deciduous,45.0,12.8,11.5,1661.0,17.2
deciduous,50.0,13.6,12.6,1445.0,17.9
deciduous,55.0,14.2,13.6,1282.0,18.5
deciduous,60.0,14.8,14.5,1156.0,19.1
deciduous,65.0,15.2,15.4,1055.0,19.6
deciduous,70.0,15.6,16.2,973.0,20.1
deciduous,75.0,15.9,17.0,905.0,20.5
deciduous,80.0,16.2,17.7,847.0,20.9
deciduous,85.0,16.4,18.4,797.0,21.3
deciduous,90.0,16.6,19.1,754.0,21.6
deciduous,95.0,16.7,19.8,716.0,22.0
deciduous,100.0,16.9,20.4,682.0,22.3
deciduous,105.0,17.0,21.0,652.0,22.6
deciduous,110.0,17.0,21.6,625.0,22.8
deciduous,115.0,17.1,22.2,600.0,23.1
deciduous,120.0,17.2,22.7,577.0,23.4
deciduous,15.0,3.5,2.5,17119.0,8.7
deciduous,20.0,5.1,3.8,9081.0,10.4
deciduous,25.0,6.5,5.1,5803.0,11.9
deciduous,30.0,7.8,6.3,4168.0,13.1
deciduous,35.0,8.9,7.5,3229.0,14.1
deciduous,40.0,9.8,8.5,2634.0,15.0
deciduous,45.0,10.6,9.5,2229.0,15.8
deciduous,50.0,11.2,10.4,1937.0,16.4
deciduous,55.0,11.8,11.2,1718.0,17.0
deciduous,60.0,12.2,12.0,1548.0,17.5
deciduous,65.0,12.6,12.7,1413.0,18.0
deciduous,70.0,12.9,13.4,1302.0,18.4
deciduous,75.0,13.2,14.1,1211.0,18.8
deciduous,80.0,13.4,14.7,1133.0,19.2
deciduous,85.0,13.6,15.3,1066.0,19.5
deciduous,90.0,13.7,15.8,1009.0,19.9
deciduous,95.0,13.9,16.4,958.0,20.2
deciduous,100.0,14.0,16.9,913.0,20.5
deciduous,105.0,14.1,17.4,872.0,20.7
deciduous,110.0,14.1,17.9,836.0,21.0
deciduous,115.0,14.2,18.4,802.0,21.2
deciduous,120.0,14.2,18.8,772.0,21.5
deciduous,5.0,3.3,2.9,6.654,4.4
deciduous,10.0,11.2,10.5,1.49,12.9
deciduous,15.0,14.9,14.9,983.0,17.2
deciduous,20.0,17.7,18.9,752.0,21.1
deciduous,25.0,19.9,22.6,616.0,24.7
deciduous,30.0,21.7,26.1,526.0,28.0
deciduous,35.0,23.2,29.4,460.0,31.1
deciduous,40.0,24.4,32.5,410.0,34.0
deciduous,45.0,25.5,35.5,370.0,36.7
deciduous,50.0,26.3,38.4,338.0,39.2
deciduous,55.0,27.1,41.3,310.0,41.5
deciduous,60.0,27.7,44.0,286.0,43.6
deciduous,65.0,28.2,46.7,266.0,45.6
deciduous,70.0,28.7,49.4,248.0,47.4
deciduous,5.0,3.0,2.6,7.406,4.0
deciduous,10.0,10.1,9.5,1.673,11.9
deciduous,15.0,13.5,13.6,1.1,15.9
deciduous,20.0,16.0,17.2,839.0,19.4
deciduous,25.0,18.1,20.5,686.0,22.7
deciduous,30.0,19.7,23.7,585.0,25.7
deciduous,35.0,21.1,26.7,512.0,28.6
deciduous,40.0,22.2,29.5,457.0,31.3
deciduous,45.0,23.1,32.3,413.0,33.8
deciduous,50.0,23.9,34.9,378.0,36.2
deciduous,55.0,24.6,37.5,348.0,38.4
deciduous,60.0,25.2,40.0,322.0,40.5
deciduous,65.0,25.7,42.5,300.0,42.4
deciduous,70.0,26.1,44.9,280.0,44.2
deciduous,5.0,2.7,2.4,8.324,3.6
deciduous,10.0,9.1,8.6,1.901,10.9
deciduous,15.0,12.1,12.2,1.246,14.6
deciduous,20.0,14.4,15.4,947.0,17.7
deciduous,25.0,16.2,18.4,773.0,20.6
deciduous,30.0,17.7,21.3,658.0,23.4
deciduous,35.0,19.0,24.0,576.0,26.0
deciduous,40.0,20.0,26.6,514.0,28.5
deciduous,45.0,20.8,29.0,466.0,30.8
deciduous,50.0,21.5,31.4,426.0,33.1
deciduous,55.0,22.1,33.7,393.0,35.1
deciduous,60.0,22.6,36.0,365.0,37.1
deciduous,65.0,23.1,38.2,340.0,39.0
deciduous,70.0,23.5,40.3,319.0,40.7
deciduous,5.0,2.4,2.1,9.468,3.2
deciduous,10.0,8.1,7.6,2.195,9.9
deciduous,15.0,10.8,10.8,1.435,13.2
deciduous,20.0,12.8,13.7,1.087,16.0
deciduous,25.0,14.4,16.4,884.0,18.6
deciduous,30.0,15.8,18.9,752.0,21.1
deciduous,35.0,16.8,21.3,657.0,23.4
deciduous,40.0,17.7,23.6,587.0,25.7
deciduous,45.0,18.5,25.8,532.0,27.8
deciduous,50.0,19.1,27.9,487.0,29.8
deciduous,55.0,19.7,30.0,450.0,31.7
deciduous,60.0,20.1,32.0,418.0,33.6
deciduous,65.0,20.5,33.9,391.0,35.3
deciduous,70.0,20.8,35.8,367.0,37.0
deciduous,5.0,2.1,1.8,10.931,2.8
deciduous,10.0,7.1,6.6,2.582,8.9
deciduous,15.0,9.4,9.5,1.687,11.9
deciduous,20.0,11.2,12.0,1.274,14.3
deciduous,25.0,12.6,14.3,1.033,16.6
deciduous,30.0,13.8,16.5,876.0,18.8
deciduous,35.0,14.7,18.6,765.0,20.8
deciduous,40.0,15.5,20.6,682.0,22.8
deciduous,45.0,16.2,22.5,617.0,24.6
deciduous,50.0,16.7,24.4,565.0,26.4
deciduous,55.0,17.2,26.2,522.0,28.2
deciduous,60.0,17.6,27.9,486.0,29.8
deciduous,65.0,17.9,29.7,455.0,31.4
deciduous,70.0,18.2,31.3,428.0,33.0
deciduous,5.0,1.8,1.5,12.865,2.4
